所有资源均来自网络,#genre#
齐秦《无情的雨无情的你》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201215/5623330329UzEQnGtd12o8wPM.mp4
齐秦《一定要有你》,https://rescdn.yishihui.com/longvideo/transcode/video/live/20191009/56233300Md0B3OHgLlV9nVniz.m3u8
齐秦《原来的我》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20210221/5623330BklWk22jncKLfHXyKX.mp4
齐秦《直到世界末日》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200801/5623330nw3cLAniEPHCoJcLwX.mp4
齐秦《终于放手》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201222/5623330F7salRTVBhLBfTgi3n.mp4
齐秦《紫雨》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20210128/5623330Lm5LmkTruipQZ6sknC.mp4
齐秦《自己心情自己感受》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201220/56233301SOwYwbxPl1nzoCijB.mp4
齐豫《九月的高跟鞋》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200615/5623330AK2nGmocq9wuJrD5yg.m3u8
群星《明天会更好》,https://rescdn.yishihui.com/longvideo/transcode/video/live/20191025/5623330EaBkagf7rZCC7Ea7so.m3u8
群星《七匹狼》专辑,https://vd2.bdstatic.com/mda-pifds1m0axg8vdxu/720p/h264/1694858881822796306/mda-pifds1m0axg8vdxu.mp4
任贤齐《伤心太平洋》,http://song.mvbox.cn/mv/63/90511563-6.mp4
任贤齐《兄弟》,http://song.mvbox.cn/mv/32/90502632-1.mp4
苏芮《牵手》,http://song.mvbox.cn/mv/52/90501852-4.mp4
邰正宵《九百九十九朵玫瑰》,http://song.mvbox.cn/mv/42/90515742-4.mp4
邰正宵《千纸鹤》,http://song.mvbox.cn/mv/66/90504566-4.mp4
邰正宵《千纸鹤》,https://vd4.bdstatic.com/mda-kiv5v4cxyx5hene5/mda-kiv5v4cxyx5hene5.mp4
邰正宵《一千零一夜》,http://song.mvbox.cn/mv/73/90512373-2.mp4
邰正宵《找一个字代替》,http://song.mvbox.cn/mv/88/90514088-3.mp4
邰正宵－几番风雨,https://vd4.bdstatic.com/mda-kkabstvmaumeweig/hd/mda-kkabstvmaumeweig.mp4
泰迪罗宾《点指兵兵》专辑,https://vd2.bdstatic.com/mda-pifd9tya4c5hcf4g/720p/h264/1694857340835348480/mda-pifd9tya4c5hcf4g.mp4
谭维维《蓝莲花》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201112/5623330ySHJCzL4DxMMpOtgHo.mp4
腾格尔《天堂》,http://song.mvbox.cn/mv/35/90502235-1.mp4
田震《野花》,http://song.mvbox.cn/mv/18/90502718-3.mp4
田震《执着》,http://song.mvbox.cn/mv/69/90502969-5.mp4
童安格《花瓣雨》,https://vdf3.bdstatic.com/mda-mi03zhpajmeqpih9/default/h264/1630464528930594616/mda-mi03zhpajmeqpih9.mp4
屠洪刚《霸王别姬》,http://song.mvbox.cn/mv/36/90506136-3.mp4
屠洪刚《精忠报国》,http://song.mvbox.cn/mv/03/90507203-6.mp4
王菲《又见炊烟》,http://song.mvbox.cn/mv/54/90509454-6.mp4
王晴/黄钰堄沙《甜蜜蜜》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201231/56233303RsmdkhU56yo7PofTv.mp4
维塔斯《smile》,http://vdown.kuwo.cn:80/resource//t4/58/79/Oz2Q2Ych2I4.mp4
维塔斯《歌剧》,http://vdown.kuwo.cn:80/resource//t4/20/26/KQwkID1e0tw.mp4
维塔斯《星星》,http://vdown.kuwo.cn:80/resource//t4/27/3/3ozMYYtzE4s.mp4
乌达木《梦中的额吉》,https://vdse.bdstatic.com//186b9355ba86202e8134fd1f40af60a8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-09-24T10%3A31%3A44Z%2F-1%2Fhost%2F1cd58906aa6ead390fff8da24ba41a72354610f4f02f57d8466f4c0589d9e922
吴奇隆《祝你一路顺风》,http://song.mvbox.cn/mv/27/90514127-3.mp4
伍佰《挪威的森林》,http://song.mvbox.cn/mv/96/90926496-7.mp4
舞动精灵乐团《Far away from home》,http://vdown1.kuwo.cn:80/resource//t1/19/896afe9178cb4f73bd6cadc4ea5ec7ed.mp4
舞动精灵乐团《SHE》,http://vdown1.kuwo.cn:80/resource//t1/14/5ad455b683bb479084751076339307b0.mp4
徐小凤《新曲与精选》专辑,https://vd2.bdstatic.com/mda-pifecknujm5cweki/720p/h264/1694860395340526026/mda-pifecknujm5cweki.mp4
雅尼-For All Seasons,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330ewhRb5UqXRRsb9nKqO.mp4
雅尼-On Sacred Ground,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330Lqza92Pie30kCoICfj.mp4
雅尼-Playtime,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330e08trzq9cZvOAB6uP6.mp4
雅尼-Rainmaker,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330A7S1Bib8Mk1R4xdS35.mp4
杨钰莹《轻轻的告诉你》,http://song.mvbox.cn/mv/00/90513500-4.mp4
叶丽仪《上海滩》,http://song.mvbox.cn/mv/07/90518407-4.mp4
叶倩文《梦醒时分》,http://song.mvbox.cn/mv/16/90507616-2.mp4
叶倩文《我的爱对你说》,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文《潇洒走一回》,http://song.mvbox.cn/mv/91/90512191-2.mp4
叶倩文《真心真意过一生》,http://song.mvbox.cn/mv/04/90515504-3.mp4
于文文《体面》,https://vdse.bdstatic.com//f18bdf41f28b68a1b0177fa5e5cdf8fe.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A29Z%2F-1%2Fhost%2F1a9107b1210343ed30aa27779a042aab3d016777226b471ee5f38c8fc1e23cf1
郁可唯《水中花》,https://vd3.bdstatic.com/mda-pgcdipipi0bwfgve/576p/h264/1689240976309164683/mda-pgcdipipi0bwfgve.mp4
云朵、刀郎、孙露、张雨生等经典怀旧歌曲6首,https://vdse.bdstatic.com//fa0ed7ad8657cc4d13972c3d9aa5ddbf.mp4
云朵《云朵》,https://rescdn.yishihui.com/longvideo/transcode/video/20190129/5623330jbrJ9K7xz5TmDZEMa8.m3u8
张镐哲《北风渡河》专辑,https://vd3.bdstatic.com/mda-pibhyi0fh1zx1nvr/720p/h264/1694523754331446897/mda-pibhyi0fh1zx1nvr.mp4
张国荣《沉默是金》,http://vdown1.kuwo.cn:80/resource/t1/27/62d7302bc2854e7abff1187e9341f43f.mp4
张杰《浮诛》,https://vdse.bdstatic.com/1c2dc5580507bc1b0ef507c63b3fc461.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2F592cfc9d5b5bc41242144504ccf1f9f9df9d15b863f6f33c610e552faf629cd9
张杰《就算没有如果》,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A58%3A51Z%2F-
张杰《就算没有如果》,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A58%3A51Z%2F-1%2Fhost%2Ff5f960beaff319951e978ff3850b31434a5d64f13c03c9724e988c251426270d
张学友《离开以后》,https://vd3.bdstatic.com/mda-pk7cfq2jf80zb5vc/720p/h264/1699433349042489885/mda-pk7cfq2jf80zb5vc.mp4
张学友《情网》,http://song.mvbox.cn/mv/15/90501915-7.mp4
张学友《太阳星辰》专辑,https://vd2.bdstatic.com/mda-pibh96yj83zqey6z/720p/h264/1694522395838940597/mda-pibh96yj83zqey6z.mp4
张学友《祝福》,http://song.mvbox.cn/mv/09/90503009-8.mp4
张雨生《大海》,http://song.mvbox.cn/mv/22/90500822-7.mp4
赵方婧《芒种》,https://vd3.bdstatic.com/mda-kat1tr4ka5st965k/hd/mda-kat1tr4ka5st965k.mp4?pd=20
郑绪岚《牧羊曲》,https://vd2.bdstatic.com:443/mda-mcdursfnajnwxwna/sc/mda-mcdursfnajnwxwna.mp4
郑智化《水手》,http://song.mvbox.cn/mv/32/90502132-8.mp4
郑智化《星星点灯》,http://song.mvbox.cn/mv/23/90509123-6.mp4
中岛美雪《竹の歌》,https://rescdn.yishihui.com/longvideo/transcode/video/20190130/5623330kVkUWukKZyItiTseKA.m3u8
钟镇涛《只要你过得比我好》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201115/5623330CFoxmHWhLt75Y09xXh.mp4
周华健《风雨无阻》,http://song.mvbox.cn/mv/13/90506713-1.mp4
周华健《风雨无阻》,http://vdown.kuwo.cn:80/resource//t4/14/99/HUvDaKBcA44.mp4
周华健《花心》,http://song.mvbox.cn/mv/19/90501219-3.mp4
周华健《朋友》,http://song.mvbox.cn/mv/95/90501795-7.mp4
周华健《亲亲我的宝贝》,http://vdown1.kuwo.cn:80/resource/t1/41/v02004b50000bg28l1cps0svif4sr860.mp4
周华健《让我欢喜让我忧》,http://song.mvbox.cn/mv/94/90514894-1.mp4
周华健《有没有那么一首歌》,http://vdown.kuwo.cn:80/resource//t1/49/0f409c885ecb4516a2934d21882af5d5.mp4

大美华夏,#genre#
广元苍溪,rtmp://118.121.231.225:1935/live/hdmi054
